date,tournament,team,scored_goals,matches,conceded_goals,continent
2003,Other,Jamaica,12.0,6.0,8.0,Americas
2003,Friendly,Japan,8.0,8.0,5.0,Asia
2003,Other,Japan,7.0,7.0,7.0,Asia
2003,Friendly,Jersey,4.0,2.0,3.0,Europe
2003,Friendly,Jordan,3.0,3.0,3.0,Asia
2003,Other,Jordan,10.0,5.0,6.0,Asia
2003,Friendly,Kenya,14.0,7.0,7.0,Africa
2003,Other,Kenya,16.0,13.0,12.0,Africa
2003,Other,Kiribati,2.0,4.0,40.0,Oceania
2003,Friendly,Kuwait,4.0,4.0,8.0,Asia
2003,Other,Kuwait,17.0,8.0,7.0,Asia
2003,Other,Kyrgyzstan,9.0,4.0,2.0,Asia
2003,Other,Laos,3.0,4.0,9.0,Asia
2003,Friendly,Latvia,2.0,4.0,7.0,Europe
2003,Other,Latvia,13.0,9.0,9.0,Europe
2003,Friendly,Lebanon,4.0,4.0,6.0,Asia
2003,Other,Lebanon,2.0,6.0,8.0,Asia
2003,Friendly,Lesotho,11.0,8.0,11.0,Africa
2003,Other,Lesotho,2.0,5.0,7.0,Africa
2003,Other,Liberia,5.0,6.0,6.0,Africa
2003,Friendly,Libya,5.0,3.0,10.0,Africa
2003,Other,Libya,17.0,6.0,4.0,Africa
2003,Friendly,Liechtenstein,3.0,2.0,2.0,Europe
2003,Other,Liechtenstein,1.0,6.0,16.0,Europe
2003,Friendly,Lithuania,2.0,4.0,9.0,Europe
2003,Other,Lithuania,11.0,7.0,9.0,Europe
2003,Friendly,Luxembourg,3.0,3.0,8.0,Europe
2003,Other,Luxembourg,0.0,6.0,12.0,Europe
2003,Other,Macao,6.0,7.0,13.0,Asia
2003,Friendly,Madagascar,4.0,5.0,12.0,Africa
2003,Other,Madagascar,5.0,6.0,15.0,Africa
2003,Friendly,Malawi,3.0,5.0,5.0,Africa
2003,Other,Malawi,8.0,9.0,17.0,Africa
2003,Friendly,Malaysia,1.0,1.0,1.0,Asia
2003,Other,Malaysia,9.0,6.0,12.0,Asia
2003,Other,Maldives,24.0,8.0,6.0,Asia
2003,Other,Mali,9.0,6.0,1.0,Africa
2003,Friendly,Malta,3.0,3.0,7.0,Europe
2003,Other,Malta,4.0,4.0,13.0,Europe
2003,Friendly,Martinique,5.0,2.0,4.0,Americas
2003,Other,Martinique,13.0,7.0,17.0,Americas
2003,Other,Mauritania,2.0,6.0,11.0,Africa
2003,Other,Mauritius,6.0,6.0,14.0,Africa
2003,Friendly,Mayotte,1.0,1.0,1.0,Africa
2003,Friendly,Mexico,5.0,10.0,9.0,Americas
2003,Other,Mexico,9.0,5.0,0.0,Americas
2003,Other,Moldova,5.0,6.0,15.0,Europe
2003,Other,Mongolia,7.0,7.0,25.0,Asia
2003,Friendly,Morocco,4.0,6.0,2.0,Africa
2003,Other,Morocco,4.0,4.0,0.0,Africa
2003,Friendly,Mozambique,2.0,1.0,0.0,Africa
2003,Other,Mozambique,7.0,8.0,13.0,Africa
2003,Other,Myanmar,6.0,7.0,18.0,Asia
2003,Friendly,Namibia,1.0,2.0,5.0,Africa
2003,Other,Namibia,3.0,6.0,9.0,Africa
2003,Other,Nepal,8.0,11.0,49.0,Asia
2003,Friendly,Netherlands,3.0,3.0,2.0,Europe
2003,Other,Netherlands,20.0,8.0,7.0,Europe
2003,Other,New Caledonia,7.0,4.0,3.0,Oceania
2003,Other,New Zealand,1.0,3.0,11.0,Oceania
2003,Other,Niger,3.0,7.0,12.0,Africa
2003,Friendly,Nigeria,7.0,6.0,10.0,Africa
2003,Other,Nigeria,7.0,3.0,3.0,Africa
2003,Other,North Korea,10.0,11.0,21.0,Asia
2003,Friendly,North Macedonia,5.0,5.0,7.0,Europe
2003,Other,North Macedonia,7.0,5.0,9.0,Europe
2003,Friendly,Northern Ireland,0.0,2.0,3.0,Europe
2003,Other,Northern Ireland,0.0,6.0,5.0,Europe
2003,Friendly,Norway,5.0,7.0,5.0,Europe
2003,Other,Norway,5.0,7.0,8.0,Europe
2003,Friendly,Oman,10.0,5.0,5.0,Asia
2003,Other,Oman,27.0,9.0,3.0,Asia
2003,Other,Pakistan,8.0,9.0,13.0,Asia
2003,Friendly,Panama,4.0,4.0,5.0,Americas
2003,Other,Panama,4.0,5.0,5.0,Americas
2003,Friendly,Papua New Guinea,3.0,1.0,5.0,Oceania
2003,Other,Papua New Guinea,2.0,2.0,4.0,Oceania
2003,Other,Paraguay,8.0,5.0,6.0,Americas
2003,Friendly,Peru,19.0,11.0,13.0,Americas
2003,Other,Peru,6.0,4.0,4.0,Americas
2003,Friendly,Poland,23.0,9.0,9.0,Europe
2003,Other,Poland,9.0,6.0,6.0,Europe
2003,Friendly,Portugal,24.0,12.0,10.0,Europe
2003,Friendly,Qatar,2.0,4.0,7.0,Asia
2003,Other,Qatar,14.0,11.0,15.0,Asia
2003,Friendly,Republic of Ireland,10.0,5.0,3.0,Europe
2003,Other,Republic of Ireland,7.0,6.0,5.0,Europe
2003,Friendly,Romania,4.0,4.0,2.0,Europe
2003,Other,Romania,13.0,6.0,9.0,Europe
2003,Friendly,Russia,1.0,1.0,2.0,Europe
2003,Other,Russia,13.0,9.0,9.0,Europe
2003,Friendly,Rwanda,5.0,4.0,7.0,Africa
2003,Other,Rwanda,10.0,10.0,12.0,Africa
2003,Other,Saint Kitts and Nevis,2.0,2.0,2.0,Americas
2003,Other,Saint Lucia,6.0,3.0,11.0,Americas
2003,Other,San Marino,0.0,5.0,24.0,Europe
2003,Friendly,Saudi Arabia,3.0,4.0,3.0,Asia
2003,Other,Saudi Arabia,33.0,8.0,1.0,Asia
2003,Friendly,Scotland,1.0,4.0,5.0,Europe
2003,Other,Scotland,9.0,8.0,12.0,Europe
2003,Friendly,Senegal,4.0,6.0,4.0,Africa
2003,Other,Senegal,6.0,3.0,1.0,Africa
2003,Friendly,Serbia,5.0,4.0,9.0,Europe
2003,Other,Serbia,8.0,6.0,10.0,Europe
2003,Other,Seychelles,4.0,6.0,12.0,Africa
2003,Other,Sierra Leone,3.0,6.0,5.0,Africa
2003,Friendly,Singapore,9.0,4.0,7.0,Asia
2003,Other,Singapore,8.0,7.0,9.0,Asia
2003,Friendly,Slovakia,2.0,2.0,2.0,Europe
2003,Other,Slovakia,14.0,8.0,7.0,Europe
2003,Friendly,Slovenia,3.0,2.0,6.0,Europe
2003,Other,Slovenia,13.0,8.0,9.0,Europe
2003,Other,Solomon Islands,14.0,4.0,4.0,Oceania
2003,Friendly,South Africa,11.0,8.0,8.0,Africa
2003,Other,South Africa,4.0,3.0,2.0,Africa
2003,Friendly,South Korea,1.0,6.0,5.0,Asia
2003,Other,South Korea,34.0,9.0,5.0,Asia
2003,Friendly,Spain,10.0,3.0,1.0,Europe
2003,Other,Spain,16.0,8.0,5.0,Europe
2003,Other,Sri Lanka,9.0,12.0,27.0,Asia
2003,Friendly,Sudan,6.0,5.0,8.0,Africa
2003,Other,Sudan,11.0,8.0,6.0,Africa
2003,Friendly,Sweden,2.0,4.0,6.0,Europe
2003,Other,Sweden,30.0,10.0,6.0,Europe
2003,Friendly,Switzerland,6.0,3.0,5.0,Europe
2003,Other,Switzerland,8.0,5.0,8.0,Europe
2003,Friendly,Syria,9.0,4.0,4.0,Asia
2003,Other,Syria,16.0,5.0,7.0,Asia
2003,Other,São Tomé and Príncipe,0.0,2.0,9.0,Africa
2003,Other,Tajikistan,7.0,8.0,5.0,Asia
2003,Friendly,Tanzania,1.0,4.0,7.0,Africa
2003,Other,Tanzania,0.0,5.0,7.0,Africa
2003,Friendly,Thailand,2.0,1.0,0.0,Asia
2003,Other,Thailand,17.0,10.0,15.0,Asia
2003,Friendly,Togo,3.0,1.0,1.0,Africa
2003,Other,Togo,10.0,6.0,5.0,Africa
2003,Other,Tonga,2.0,2.0,6.0,Oceania
2003,Friendly,Trinidad and Tobago,7.0,8.0,13.0,Americas
2003,Other,Trinidad and Tobago,8.0,7.0,11.0,Americas
2003,Friendly,Tunisia,10.0,9.0,5.0,Africa
2003,Friendly,Turkey,4.0,4.0,6.0,Asia
2003,Other,Turkey,17.0,12.0,15.0,Asia
2003,Other,Turkmenistan,20.0,7.0,2.0,Asia
2003,Other,Tuvalu,3.0,4.0,11.0,Oceania
2003,Friendly,Uganda,8.0,7.0,6.0,Africa
2003,Other,Uganda,10.0,9.0,7.0,Africa
2003,Friendly,Ukraine,1.0,5.0,3.0,Europe
2003,Other,Ukraine,7.0,5.0,8.0,Europe
2003,Friendly,United Arab Emirates,8.0,4.0,8.0,Asia
2003,Other,United Arab Emirates,15.0,9.0,9.0,Asia
2003,Friendly,United States,14.0,8.0,3.0,Americas
2003,Other,United States,14.0,8.0,7.0,Americas
2003,Friendly,Uruguay,20.0,8.0,12.0,Americas
2003,Other,Uruguay,12.0,5.0,9.0,Americas
2003,Friendly,Uzbekistan,8.0,4.0,6.0,Asia
2003,Other,Uzbekistan,13.0,6.0,6.0,Asia
2003,Friendly,Venezuela,12.0,8.0,9.0,Americas
2003,Other,Venezuela,3.0,4.0,6.0,Americas
2003,Other,Vietnam,8.0,6.0,13.0,Asia
2003,Friendly,Wales,2.0,2.0,4.0,Europe
2003,Other,Wales,7.0,7.0,10.0,Europe
2003,Friendly,Yemen,6.0,3.0,12.0,Asia
2003,Other,Yemen,17.0,8.0,21.0,Asia
2003,Other,Zambia,14.0,8.0,8.0,Africa
2003,Friendly,Zimbabwe,2.0,2.0,0.0,Africa
2003,Other,Zimbabwe,27.0,14.0,14.0,Africa
2004,Friendly,Albania,6.0,4.0,5.0,Europe
2004,Other,Albania,3.0,4.0,5.0,Europe
2004,African Cup of Nations,Algeria,5.0,4.0,7.0,Africa
2004,Friendly,Algeria,4.0,5.0,8.0,Africa
2004,Other,Algeria,2.0,5.0,6.0,Africa
2004,Other,American Samoa,1.0,4.0,34.0,Oceania
2004,Friendly,Andorra,0.0,3.0,8.0,Europe
2004,Other,Andorra,2.0,4.0,11.0,Europe
2004,Other,Angola,9.0,9.0,4.0,Africa
2004,Other,Antigua and Barbuda,8.0,5.0,11.0,Americas
2004,Copa América,Argentina,16.0,6.0,6.0,Americas
2004,Friendly,Argentina,5.0,4.0,4.0,Americas
2004,Other,Argentina,12.0,7.0,8.0,Americas
2004,Friendly,Armenia,1.0,1.0,0.0,Asia
2004,Other,Armenia,7.0,7.0,14.0,Asia
2004,Other,Aruba,2.0,2.0,10.0,Americas
2004,Friendly,Australia,5.0,5.0,7.0,Oceania
2004,Other,Australia,23.0,6.0,4.0,Oceania
2004,Friendly,Austria,6.0,4.0,5.0,Europe
2004,Other,Austria,8.0,4.0,8.0,Europe
2004,Friendly,Azerbaijan,10.0,6.0,8.0,Asia
2004,Other,Azerbaijan,1.0,4.0,4.0,Asia
2004,Other,Bahamas,2.0,2.0,4.0,Americas
2004,Friendly,Bahrain,9.0,10.0,12.0,Asia
2004,Other,Bahrain,49.0,23.0,30.0,Asia
2004,Friendly,Barbados,10.0,7.0,5.0,Americas
2004,Other,Barbados,2.0,2.0,5.0,Americas
2004,Friendly,Belarus,7.0,4.0,5.0,Europe
2004,Other,Belarus,14.0,5.0,6.0,Europe
2004,Friendly,Belgium,5.0,5.0,10.0,Europe
2004,Other,Belgium,1.0,3.0,5.0,Europe
2004,Friendly,Benin,5.0,7.0,12.0,Africa
2004,Other,Benin,6.0,5.0,11.0,Africa
2004,Friendly,Bermuda,8.0,8.0,16.0,Americas
2004,Other,Bermuda,25.0,5.0,5.0,Americas
2004,Other,Bolivia,6.0,7.0,10.0,Americas
2004,Friendly,Bosnia and Herzegovina,4.0,4.0,3.0,Europe
2004,Other,Bosnia and Herzegovina,1.0,2.0,1.0,Europe
2004,Friendly,Botswana,2.0,5.0,3.0,Africa
2004,Other,Botswana,6.0,7.0,11.0,Africa
2004,Copa América,Brazil,13.0,6.0,6.0,Americas
2004,Other,Brazil,12.0,7.0,6.0,Americas
2004,Friendly,Bulgaria,8.0,7.0,9.0,Europe
2004,Other,Bulgaria,9.0,3.0,4.0,Europe
2004,UEFA Euro,Bulgaria,1.0,3.0,9.0,Europe
2004,African Cup of Nations,Burkina Faso,1.0,3.0,6.0,Africa
2004,Friendly,Burkina Faso,10.0,7.0,13.0,Africa
2004,Other,Burkina Faso,5.0,5.0,6.0,Africa
2004,Other,Burundi,8.0,5.0,7.0,Africa
2004,Other,Cambodia,2.0,4.0,22.0,Asia
2004,African Cup of Nations,Cameroon,7.0,4.0,6.0,Africa
2004,Other,Cameroon,7.0,5.0,5.0,Africa
2004,Other,Canada,12.0,8.0,8.0,Americas
2004,Friendly,Cape Verde,1.0,1.0,3.0,Africa
2004,Other,Cape Verde,4.0,5.0,5.0,Africa
2004,Other,Cayman Islands,2.0,3.0,7.0,Americas
2004,Friendly,Chile,2.0,2.0,2.0,Americas
2004,Other,Chile,5.0,7.0,5.0,Americas
2004,Friendly,China,18.0,10.0,5.0,Asia
2004,Other,China,27.0,12.0,7.0,Asia
2004,Copa América,Colombia,7.0,6.0,7.0,Americas
2004,Other,Colombia,10.0,7.0,3.0,Americas
2004,Other,Congo,5.0,4.0,7.0,Africa
2004,Friendly,Cook Islands,0.0,1.0,0.0,Oceania
2004,Copa América,Costa Rica,3.0,4.0,8.0,Americas
2004,Friendly,Costa Rica,5.0,2.0,3.0,Americas
2004,Other,Costa Rica,15.0,8.0,11.0,Americas
2004,Friendly,Croatia,8.0,7.0,6.0,Europe
2004,Other,Croatia,6.0,3.0,2.0,Europe
2004,UEFA Euro,Croatia,4.0,3.0,6.0,Europe
2004,Friendly,Cuba,6.0,4.0,3.0,Americas
2004,Other,Cuba,12.0,6.0,4.0,Americas
2004,Friendly,Curaçao,12.0,4.0,3.0,Americas
2004,Other,Curaçao,4.0,4.0,8.0,Americas
2004,Friendly,Cyprus,2.0,2.0,1.0,Asia
2004,Other,Cyprus,9.0,8.0,15.0,Asia
2004,Friendly,Czech Republic,8.0,6.0,6.0,Europe
2004,Other,Czech Republic,6.0,4.0,2.0,Europe
2004,UEFA Euro,Czech Republic,10.0,5.0,5.0,Europe
2004,African Cup of Nations,DR Congo,1.0,3.0,6.0,Africa
2004,Friendly,DR Congo,3.0,3.0,8.0,Africa
2004,Other,DR Congo,5.0,5.0,4.0,Africa
2004,Friendly,Denmark,9.0,5.0,7.0,Europe
2004,Other,Denmark,6.0,4.0,4.0,Europe
2004,UEFA Euro,Denmark,4.0,4.0,5.0,Europe
2004,Other,Dominica,5.0,7.0,36.0,Americas
2004,Other,Dominican Republic,6.0,4.0,6.0,Americas
2004,Friendly,Ecuador,5.0,5.0,10.0,Americas
2004,Other,Ecuador,9.0,7.0,8.0,Americas
2004,Friendly,Egypt,15.0,7.0,6.0,Africa
2004,Other,Egypt,11.0,5.0,9.0,Africa
2004,Friendly,El Salvador,4.0,7.0,16.0,Americas
2004,Other,El Salvador,6.0,8.0,14.0,Americas
2004,Friendly,England,11.0,6.0,5.0,Europe
2004,Other,England,7.0,4.0,3.0,Europe
2004,UEFA Euro,England,10.0,4.0,6.0,Europe
2004,Friendly,Estonia,7.0,7.0,12.0,Europe
2004,Other,Estonia,11.0,9.0,21.0,Europe
2004,Other,Eswatini,0.0,1.0,5.0,Africa
2004,Other,Ethiopia,9.0,5.0,3.0,Africa
2004,Friendly,Faroe Islands,7.0,4.0,13.0,Europe
2004,Other,Faroe Islands,2.0,4.0,12.0,Europe
2004,Other,Fiji,22.0,8.0,15.0,Oceania
2004,Friendly,Finland,5.0,6.0,10.0,Europe
2004,Other,Finland,12.0,7.0,7.0,Europe
2004,Friendly,France,8.0,7.0,1.0,Europe
2004,Other,France,4.0,4.0,0.0,Europe
2004,UEFA Euro,France,7.0,4.0,5.0,Europe
2004,Friendly,Gabon,2.0,2.0,2.0,Africa
2004,Other,Gabon,8.0,5.0,7.0,Africa
2004,Friendly,Georgia,0.0,2.0,2.0,Asia
2004,Other,Georgia,6.0,7.0,13.0,Asia
2004,Friendly,Germany,33.0,13.0,14.0,Europe
2004,UEFA Euro,Germany,2.0,3.0,3.0,Europe
2004,Friendly,Ghana,1.0,2.0,1.0,Africa
2004,Other,Ghana,6.0,5.0,2.0,Africa
2004,Friendly,Greece,5.0,6.0,5.0,Europe
2004,Other,Greece,5.0,4.0,4.0,Europe
2004,UEFA Euro,Greece,7.0,6.0,4.0,Europe
2004,Friendly,Grenada,6.0,6.0,9.0,Americas
2004,Other,Grenada,17.0,7.0,13.0,Americas
2004,Friendly,Guadeloupe,2.0,1.0,0.0,Americas
2004,Other,Guadeloupe,7.0,3.0,1.0,Americas
2004,Friendly,Guatemala,17.0,11.0,8.0,Americas
2004,Other,Guatemala,11.0,8.0,11.0,Americas
2004,Friendly,Guinea,4.0,3.0,5.0,Africa
2004,Other,Guinea,9.0,5.0,5.0,Africa
2004,Other,Guyana,1.0,2.0,8.0,Americas
2004,Friendly,Haiti,6.0,6.0,13.0,Americas
2004,Other,Haiti,12.0,7.0,7.0,Americas
2004,Friendly,Honduras,9.0,8.0,10.0,Americas
2004,Other,Honduras,16.0,9.0,11.0,Americas
2004,Friendly,Hong Kong,2.0,2.0,2.0,Asia
2004,Other,Hong Kong,5.0,6.0,15.0,Asia
2004,Friendly,Hungary,10.0,5.0,8.0,Europe
2004,Other,Hungary,14.0,8.0,10.0,Europe
2004,Friendly,Iceland,6.0,5.0,11.0,Europe
2004,Other,Iceland,4.0,4.0,10.0,Europe
2004,Friendly,India,7.0,4.0,6.0,Asia
2004,Other,India,2.0,6.0,18.0,Asia
2004,Friendly,Indonesia,2.0,4.0,5.0,Asia
2004,Other,Indonesia,29.0,14.0,23.0,Asia
2004,Friendly,Iran,1.0,2.0,2.0,Asia
2004,Other,Iran,53.0,16.0,15.0,Asia
2004,Friendly,Iraq,3.0,4.0,6.0,Asia
2004,Other,Iraq,27.0,16.0,28.0,Asia
2004,Friendly,Israel,4.0,4.0,3.0,Asia
2004,Other,Israel,6.0,4.0,4.0,Asia
2004,Friendly,Italy,10.0,6.0,6.0,Europe
2004,Other,Italy,7.0,4.0,5.0,Europe
2004,UEFA Euro,Italy,3.0,3.0,2.0,Europe
2004,Friendly,Ivory Coast,8.0,3.0,3.0,Africa
2004,Other,Ivory Coast,10.0,5.0,3.0,Africa
2004,Friendly,Jamaica,8.0,6.0,8.0,Americas
2004,Other,Jamaica,17.0,11.0,9.0,Americas
2004,Friendly,Japan,14.0,8.0,11.0,Asia
2004,Other,Japan,33.0,14.0,8.0,Asia
2004,Friendly,Jersey,3.0,1.0,0.0,Europe
2004,Friendly,Jordan,14.0,13.0,13.0,Asia
2004,Other,Jordan,20.0,14.0,10.0,Asia
2004,Friendly,Kazakhstan,2.0,1.0,3.0,Asia
2004,Other,Kazakhstan,7.0,7.0,18.0,Asia
2004,African Cup of Nations,Kenya,4.0,3.0,6.0,Africa
2004,Friendly,Kenya,5.0,4.0,6.0,Africa
2004,Other,Kenya,13.0,8.0,12.0,Africa
2004,Friendly,Kuwait,17.0,12.0,11.0,Asia
2004,Other,Kuwait,31.0,18.0,23.0,Asia
2004,Other,Kyrgyzstan,5.0,6.0,12.0,Asia
2004,Other,Laos,7.0,10.0,49.0,Asia
2004,Friendly,Latvia,3.0,4.0,4.0,Europe
2004,Other,Latvia,19.0,10.0,24.0,Europe
2004,UEFA Euro,Latvia,1.0,3.0,5.0,Europe
2004,Friendly,Lebanon,9.0,8.0,20.0,Asia
2004,Other,Lebanon,12.0,8.0,12.0,Asia
2004,Friendly,Lesotho,1.0,1.0,1.0,Africa
2004,Other,Lesotho,0.0,1.0,0.0,Africa
2004,Other,Liberia,1.0,5.0,7.0,Africa
2004,Friendly,Libya,10.0,7.0,4.0,Africa
2004,Other,Libya,7.0,5.0,4.0,Africa
2004,Friendly,Liechtenstein,0.0,4.0,7.0,Europe
2004,Other,Liechtenstein,8.0,5.0,14.0,Europe
2004,Other,Lithuania,6.0,4.0,1.0,Europe
2004,Friendly,Luxembourg,4.0,4.0,13.0,Europe
2004,Other,Luxembourg,4.0,6.0,24.0,Europe
2004,Friendly,Malawi,4.0,3.0,3.0,Africa
2004,Other,Malawi,6.0,6.0,11.0,Africa
2004,Friendly,Malaysia,4.0,4.0,5.0,Asia
2004,Other,Malaysia,10.0,10.0,22.0,Asia
2004,Friendly,Maldives,2.0,5.0,10.0,Asia
2004,Other,Maldives,5.0,6.0,14.0,Asia
2004,African Cup of Nations,Mali,10.0,6.0,10.0,Africa
2004,Friendly,Mali,5.0,4.0,1.0,Africa
2004,Other,Mali,3.0,4.0,5.0,Africa
2004,Friendly,Malta,3.0,3.0,12.0,Europe
2004,Other,Malta,6.0,6.0,15.0,Europe
2004,Other,Martinique,5.0,5.0,5.0,Americas
2004,Other,Mauritius,3.0,2.0,3.0,Africa
2004,Copa América,Mexico,5.0,4.0,7.0,Americas
2004,Friendly,Mexico,9.0,6.0,4.0,Americas
2004,Other,Mexico,37.0,6.0,1.0,Americas
2004,Friendly,Moldova,4.0,3.0,2.0,Europe
2004,Other,Moldova,1.0,6.0,10.0,Europe
2004,Other,Montserrat,5.0,4.0,31.0,Americas
2004,African Cup of Nations,Morocco,14.0,6.0,4.0,Africa
2004,Friendly,Morocco,9.0,5.0,3.0,Africa
2004,Other,Morocco,4.0,4.0,3.0,Africa
2004,Friendly,Mozambique,3.0,3.0,1.0,Africa
2004,Other,Mozambique,4.0,3.0,1.0,Africa
2004,Other,Myanmar,6.0,4.0,5.0,Asia
2004,Friendly,Namibia,0.0,1.0,0.0,Africa
2004,Friendly,Netherlands,13.0,8.0,4.0,Europe
2004,Other,Netherlands,10.0,4.0,3.0,Europe
2004,UEFA Euro,Netherlands,7.0,5.0,6.0,Europe
2004,Other,New Caledonia,16.0,3.0,2.0,Oceania
2004,Other,New Zealand,7.0,4.0,5.0,Oceania
2004,Friendly,Nicaragua,8.0,7.0,12.0,Americas
2004,African Cup of Nations,Nigeria,11.0,6.0,5.0,Africa
2004,Friendly,Nigeria,8.0,4.0,4.0,Africa
2004,Other,Nigeria,7.0,5.0,2.0,Africa
2004,Other,North Korea,11.0,6.0,5.0,Asia
2004,Friendly,North Macedonia,6.0,6.0,4.0,Europe
2004,Other,North Macedonia,3.0,4.0,7.0,Europe
2004,Friendly,Northern Ireland,9.0,7.0,6.0,Europe
2004,Other,Northern Ireland,5.0,4.0,8.0,Europe
2004,Friendly,Norway,17.0,7.0,9.0,Europe
2004,Other,Norway,12.0,6.0,4.0,Europe
2004,Friendly,Oman,11.0,6.0,7.0,Asia
2004,Other,Oman,34.0,19.0,18.0,Asia
2004,Other,Palestine,12.0,7.0,14.0,Asia
2004,Friendly,Panama,9.0,9.0,9.0,Americas
2004,Other,Panama,15.0,8.0,11.0,Americas
2004,Other,Papua New Guinea,17.0,4.0,6.0,Oceania
2004,Copa América,Paraguay,5.0,4.0,5.0,Americas
2004,Other,Paraguay,4.0,7.0,5.0,Americas
2004,Copa América,Peru,7.0,4.0,6.0,Americas
2004,Other,Peru,7.0,7.0,9.0,Americas
2004,Other,Philippines,2.0,3.0,8.0,Asia
2004,Friendly,Poland,12.0,9.0,10.0,Europe
2004,Other,Poland,10.0,4.0,5.0,Europe
2004,Friendly,Portugal,11.0,5.0,6.0,Europe
2004,Other,Portugal,20.0,5.0,3.0,Europe
2004,UEFA Euro,Portugal,8.0,6.0,6.0,Europe
2004,Other,Puerto Rico,3.0,3.0,11.0,Americas
2004,Friendly,Qatar,15.0,7.0,4.0,Asia
2004,Other,Qatar,33.0,18.0,22.0,Asia
2004,Friendly,Republic of Ireland,7.0,9.0,5.0,Europe
2004,Other,Republic of Ireland,6.0,4.0,1.0,Europe
2004,Friendly,Romania,7.0,3.0,3.0,Europe
2004,Other,Romania,13.0,6.0,5.0,Europe
2004,Friendly,Russia,8.0,4.0,8.0,Europe
2004,Other,Russia,10.0,4.0,8.0,Europe
2004,UEFA Euro,Russia,2.0,3.0,4.0,Europe
2004,African Cup of Nations,Rwanda,3.0,3.0,3.0,Africa
2004,Friendly,Rwanda,5.0,4.0,9.0,Africa
2004,Other,Rwanda,10.0,8.0,11.0,Africa
2004,Friendly,Saint Kitts and Nevis,5.0,3.0,7.0,Americas
2004,Other,Saint Kitts and Nevis,16.0,13.0,31.0,Americas
2004,Friendly,Saint Lucia,5.0,5.0,8.0,Americas
2004,Other,Saint Lucia,5.0,6.0,12.0,Americas
2004,Friendly,Saint Vincent and the Grenadines,8.0,5.0,6.0,Americas
2004,Other,Saint Vincent and the Grenadines,4.0,2.0,0.0,Americas
2004,Other,Samoa,5.0,4.0,11.0,Oceania
2004,Friendly,San Marino,1.0,1.0,0.0,Europe
2004,Other,San Marino,0.0,4.0,13.0,Europe
2004,Friendly,Saudi Arabia,3.0,2.0,3.0,Asia
2004,Other,Saudi Arabia,26.0,16.0,13.0,Asia
2004,Friendly,Scotland,8.0,8.0,16.0,Europe
2004,Other,Scotland,1.0,3.0,2.0,Europe
2004,African Cup of Nations,Senegal,4.0,4.0,2.0,Africa
2004,Friendly,Senegal,9.0,5.0,6.0,Africa
2004,Other,Senegal,9.0,5.0,5.0,Africa
2004,Friendly,Serbia,2.0,3.0,3.0,Europe
2004,Other,Serbia,12.0,6.0,1.0,Europe
2004,Friendly,Singapore,6.0,6.0,9.0,Asia
2004,Other,Singapore,17.0,11.0,19.0,Asia
2004,Friendly,Slovakia,2.0,4.0,3.0,Europe
2004,Other,Slovakia,18.0,8.0,9.0,Europe
2004,Friendly,Slovenia,2.0,5.0,6.0,Europe
2004,Other,Slovenia,4.0,4.0,3.0,Europe
2004,Other,Solomon Islands,19.0,9.0,17.0,Oceania
2004,Other,Somalia,0.0,3.0,7.0,Africa
2004,African Cup of Nations,South Africa,3.0,3.0,5.0,Africa
2004,Friendly,South Africa,5.0,4.0,4.0,Africa
2004,Other,South Africa,5.0,6.0,7.0,Africa
2004,Friendly,South Korea,13.0,7.0,4.0,Asia
2004,Other,South Korea,18.0,10.0,6.0,Asia
2004,Friendly,Spain,14.0,7.0,5.0,Europe
2004,Other,Spain,3.0,3.0,1.0,Europe
2004,UEFA Euro,Spain,2.0,3.0,2.0,Europe
2004,Other,Sri Lanka,4.0,6.0,11.0,Asia
