date,tournament,team,scored_goals,matches,conceded_goals,continent
1980,Other,Indonesia,10.0,12.0,16.0,Asia
1980,Other,Iran,16.0,6.0,6.0,Asia
1980,Friendly,Iraq,2.0,3.0,4.0,Asia
1980,Friendly,Israel,0.0,1.0,1.0,Asia
1980,Other,Israel,1.0,4.0,4.0,Asia
1980,Friendly,Italy,8.0,4.0,4.0,Europe
1980,Other,Italy,6.0,3.0,0.0,Europe
1980,UEFA Euro,Italy,1.0,3.0,0.0,Europe
1980,African Cup of Nations,Ivory Coast,2.0,3.0,3.0,Africa
1980,Friendly,Ivory Coast,12.0,6.0,9.0,Africa
1980,Friendly,Japan,1.0,1.0,0.0,Asia
1980,Other,Japan,9.0,7.0,4.0,Asia
1980,Friendly,Kenya,5.0,4.0,7.0,Africa
1980,Other,Kenya,3.0,3.0,7.0,Africa
1980,Friendly,Kuwait,1.0,1.0,1.0,Asia
1980,Other,Kuwait,19.0,13.0,23.0,Asia
1980,Other,Lesotho,5.0,4.0,11.0,Africa
1980,Friendly,Liberia,1.0,2.0,2.0,Africa
1980,Other,Liberia,1.0,4.0,2.0,Africa
1980,Friendly,Libya,7.0,3.0,1.0,Africa
1980,Other,Libya,2.0,2.0,1.0,Africa
1980,Friendly,Luxembourg,4.0,8.0,16.0,Europe
1980,Other,Luxembourg,0.0,2.0,6.0,Europe
1980,Friendly,Macao,0.0,1.0,2.0,Asia
1980,Friendly,Madagascar,3.0,3.0,2.0,Africa
1980,Other,Madagascar,4.0,4.0,5.0,Africa
1980,Friendly,Malawi,4.0,4.0,3.0,Africa
1980,Other,Malawi,3.0,6.0,7.0,Africa
1980,Friendly,Malaysia,6.0,2.0,1.0,Asia
1980,Other,Malaysia,20.0,15.0,22.0,Asia
1980,Friendly,Mali,6.0,3.0,3.0,Africa
1980,Other,Mali,8.0,5.0,5.0,Africa
1980,Friendly,Malta,0.0,1.0,3.0,Europe
1980,Other,Malta,0.0,2.0,10.0,Europe
1980,Friendly,Martinique,1.0,1.0,0.0,Americas
1980,Friendly,Mauritania,1.0,2.0,6.0,Africa
1980,Other,Mauritania,6.0,5.0,7.0,Africa
1980,Other,Mauritius,1.0,2.0,1.0,Africa
1980,Friendly,Mexico,17.0,10.0,14.0,Americas
1980,Other,Mexico,8.0,4.0,5.0,Americas
1980,Friendly,Morocco,9.0,5.0,6.0,Africa
1980,Other,Morocco,18.0,11.0,7.0,Africa
1980,Friendly,Mozambique,2.0,3.0,11.0,Africa
1980,Other,Mozambique,10.0,4.0,10.0,Africa
1980,Friendly,Myanmar,2.0,1.0,0.0,Asia
1980,Other,Myanmar,9.0,7.0,12.0,Asia
1980,Friendly,Netherlands,1.0,3.0,2.0,Europe
1980,UEFA Euro,Netherlands,3.0,2.0,3.0,Europe
1980,Other,New Caledonia,14.0,4.0,12.0,Oceania
1980,Friendly,New Zealand,7.0,5.0,8.0,Oceania
1980,Other,New Zealand,15.0,9.0,14.0,Oceania
1980,Other,Niger,3.0,4.0,3.0,Africa
1980,African Cup of Nations,Nigeria,8.0,5.0,1.0,Africa
1980,Friendly,Nigeria,2.0,3.0,0.0,Africa
1980,Other,Nigeria,5.0,4.0,3.0,Africa
1980,Other,North Korea,17.0,10.0,14.0,Asia
1980,Other,Northern Ireland,6.0,6.0,2.0,Europe
1980,Friendly,Norway,4.0,2.0,1.0,Europe
1980,Other,Norway,10.0,5.0,10.0,Europe
1980,Friendly,Panama,0.0,3.0,2.0,Americas
1980,Other,Panama,3.0,8.0,24.0,Americas
1980,Friendly,Paraguay,4.0,3.0,9.0,Americas
1980,Other,Paraguay,3.0,2.0,2.0,Americas
1980,Friendly,Peru,1.0,2.0,1.0,Americas
1980,Friendly,Poland,24.0,15.0,18.0,Europe
1980,Friendly,Portugal,2.0,2.0,4.0,Europe
1980,Other,Portugal,5.0,4.0,4.0,Europe
1980,Other,Qatar,3.0,4.0,8.0,Asia
1980,Friendly,Republic of Ireland,2.0,2.0,1.0,Europe
1980,Other,Republic of Ireland,12.0,6.0,8.0,Europe
1980,Friendly,Romania,6.0,4.0,7.0,Europe
1980,Other,Romania,3.0,2.0,2.0,Europe
1980,Friendly,Russia,18.0,7.0,5.0,Europe
1980,Other,Russia,7.0,2.0,1.0,Europe
1980,Friendly,Saudi Arabia,12.0,7.0,11.0,Asia
1980,Other,Scotland,6.0,6.0,4.0,Europe
1980,Friendly,Senegal,9.0,5.0,6.0,Africa
1980,Other,Senegal,9.0,8.0,5.0,Africa
1980,Friendly,Sierra Leone,5.0,2.0,6.0,Africa
1980,Other,Sierra Leone,4.0,4.0,9.0,Africa
1980,Friendly,Singapore,0.0,1.0,2.0,Asia
1980,Other,Singapore,1.0,3.0,3.0,Asia
1980,Other,Somalia,2.0,4.0,4.0,Africa
1980,Friendly,South Korea,11.0,6.0,4.0,Asia
1980,Other,South Korea,36.0,18.0,11.0,Asia
1980,Friendly,Spain,6.0,7.0,9.0,Europe
1980,UEFA Euro,Spain,2.0,3.0,4.0,Europe
1980,Other,Sudan,4.0,5.0,4.0,Africa
1980,Other,Suriname,5.0,4.0,3.0,Americas
1980,Friendly,Sweden,5.0,4.0,10.0,Europe
1980,Other,Sweden,3.0,6.0,6.0,Europe
1980,Friendly,Switzerland,5.0,7.0,17.0,Europe
1980,Other,Switzerland,2.0,2.0,4.0,Europe
1980,Other,Syria,3.0,4.0,2.0,Asia
1980,Friendly,Tanzania,4.0,5.0,5.0,Africa
1980,Other,Tanzania,10.0,8.0,8.0,Africa
1980,Friendly,Thailand,0.0,1.0,1.0,Asia
1980,Friendly,Togo,2.0,3.0,6.0,Africa
1980,Other,Togo,2.0,2.0,2.0,Africa
1980,Friendly,Trinidad and Tobago,5.0,3.0,3.0,Americas
1980,Other,Trinidad and Tobago,1.0,4.0,2.0,Americas
1980,Friendly,Tunisia,4.0,5.0,6.0,Africa
1980,Other,Tunisia,2.0,2.0,2.0,Africa
1980,Friendly,Turkey,4.0,2.0,2.0,Asia
1980,Other,Turkey,1.0,2.0,7.0,Asia
1980,Friendly,United Arab Emirates,0.0,2.0,5.0,Asia
1980,Other,United Arab Emirates,3.0,4.0,9.0,Asia
1980,Other,United States,4.0,4.0,8.0,Americas
1980,Friendly,Uruguay,20.0,11.0,6.0,Americas
1980,Other,Uruguay,2.0,1.0,0.0,Americas
1980,Other,Vanuatu,6.0,3.0,9.0,Oceania
1980,Other,Wales,12.0,5.0,3.0,Europe
1980,Friendly,Zambia,18.0,14.0,17.0,Africa
1980,Other,Zambia,6.0,4.0,2.0,Africa
1980,Friendly,Zimbabwe,16.0,8.0,8.0,Africa
1980,Other,Zimbabwe,3.0,4.0,3.0,Africa
1981,Other,Albania,1.0,4.0,14.0,Europe
1981,Friendly,Algeria,2.0,1.0,0.0,Africa
1981,Other,Algeria,21.0,8.0,7.0,Africa
1981,Friendly,Angola,2.0,3.0,1.0,Africa
1981,Friendly,Argentina,1.0,1.0,2.0,Americas
1981,Other,Argentina,3.0,2.0,2.0,Americas
1981,Other,Australia,22.0,7.0,9.0,Oceania
1981,Friendly,Austria,0.0,1.0,0.0,Europe
1981,Other,Austria,8.0,5.0,6.0,Europe
1981,Friendly,Bahrain,1.0,2.0,3.0,Asia
1981,Other,Barbados,2.0,2.0,2.0,Americas
1981,Other,Belgium,8.0,5.0,8.0,Europe
1981,Friendly,Benin,2.0,2.0,4.0,Africa
1981,Friendly,Bolivia,1.0,1.0,3.0,Americas
1981,Other,Bolivia,5.0,4.0,6.0,Americas
1981,Friendly,Botswana,2.0,2.0,6.0,Africa
1981,Friendly,Brazil,19.0,9.0,4.0,Americas
1981,Other,Brazil,17.0,7.0,6.0,Americas
1981,Friendly,Bulgaria,20.0,11.0,15.0,Europe
1981,Other,Bulgaria,6.0,5.0,6.0,Europe
1981,Other,Burkina Faso,1.0,2.0,8.0,Africa
1981,Friendly,Burundi,3.0,3.0,5.0,Africa
1981,Friendly,Cameroon,3.0,2.0,1.0,Africa
1981,Other,Cameroon,22.0,8.0,8.0,Africa
1981,Other,Canada,6.0,5.0,6.0,Americas
1981,Other,Cape Verde,4.0,4.0,8.0,Africa
1981,Friendly,Chile,10.0,7.0,5.0,Americas
1981,Other,Chile,7.0,6.0,2.0,Americas
1981,Other,China,13.0,8.0,6.0,Asia
1981,Friendly,Colombia,5.0,5.0,5.0,Americas
1981,Other,Colombia,4.0,4.0,7.0,Americas
1981,Friendly,Congo,4.0,3.0,5.0,Africa
1981,Other,Congo,1.0,2.0,2.0,Africa
1981,Other,Cuba,4.0,5.0,8.0,Americas
1981,Friendly,Curaçao,3.0,2.0,2.0,Americas
1981,Friendly,Cyprus,0.0,1.0,1.0,Asia
1981,Other,Cyprus,2.0,4.0,11.0,Asia
1981,Other,DR Congo,10.0,6.0,14.0,Africa
1981,Friendly,Denmark,5.0,2.0,1.0,Europe
1981,Other,Denmark,14.0,6.0,7.0,Europe
1981,Other,Dominica,2.0,2.0,8.0,Americas
1981,Friendly,Ecuador,1.0,2.0,9.0,Americas
1981,Other,Ecuador,2.0,4.0,5.0,Americas
1981,Other,Egypt,7.0,4.0,4.0,Africa
1981,Friendly,El Salvador,4.0,3.0,0.0,Americas
1981,Other,El Salvador,2.0,5.0,1.0,Americas
1981,Friendly,England,1.0,2.0,3.0,Europe
1981,Other,England,6.0,7.0,6.0,Europe
1981,Friendly,Equatorial Guinea,1.0,1.0,1.0,Africa
1981,Friendly,Eswatini,2.0,4.0,9.0,Africa
1981,Friendly,Ethiopia,4.0,4.0,2.0,Africa
1981,Other,Ethiopia,4.0,4.0,4.0,Africa
1981,Other,Fiji,6.0,7.0,35.0,Oceania
1981,Friendly,Finland,2.0,1.0,1.0,Europe
1981,Other,Finland,8.0,8.0,25.0,Europe
1981,Friendly,France,1.0,2.0,4.0,Europe
1981,Other,France,11.0,6.0,8.0,Europe
1981,Other,French Guiana,4.0,3.0,5.0,Americas
1981,Other,Gambia,2.0,2.0,5.0,Africa
1981,Friendly,Germany,8.0,4.0,2.0,Europe
1981,Other,Germany,41.0,13.0,14.0,Europe
1981,Other,Ghana,6.0,4.0,4.0,Africa
1981,Friendly,Greece,3.0,2.0,1.0,Europe
1981,Other,Greece,7.0,4.0,4.0,Europe
1981,Other,Guadeloupe,14.0,7.0,11.0,Americas
1981,Other,Guinea,9.0,9.0,8.0,Africa
1981,Other,Guinea-Bissau,4.0,3.0,7.0,Africa
1981,Friendly,Haiti,0.0,3.0,4.0,Americas
1981,Other,Haiti,2.0,5.0,9.0,Americas
1981,Other,Honduras,8.0,5.0,1.0,Americas
1981,Friendly,Hong Kong,3.0,1.0,1.0,Asia
1981,Other,Hungary,13.0,8.0,8.0,Europe
1981,Friendly,Iceland,3.0,2.0,3.0,Europe
1981,Other,Iceland,4.0,2.0,2.0,Europe
1981,Other,India,7.0,5.0,5.0,Asia
1981,Friendly,Indonesia,2.0,1.0,0.0,Asia
1981,Other,Indonesia,16.0,17.0,27.0,Asia
1981,Friendly,Iraq,11.0,5.0,3.0,Asia
1981,Other,Iraq,19.0,8.0,4.0,Asia
1981,Friendly,Israel,2.0,1.0,1.0,Asia
1981,Other,Israel,5.0,4.0,6.0,Asia
1981,Friendly,Italy,3.0,2.0,2.0,Europe
1981,Other,Italy,4.0,5.0,7.0,Europe
1981,Friendly,Japan,5.0,10.0,18.0,Asia
1981,Other,Japan,12.0,9.0,9.0,Asia
1981,Friendly,Jordan,4.0,6.0,7.0,Asia
1981,Friendly,Kenya,7.0,5.0,5.0,Africa
1981,Other,Kenya,8.0,6.0,9.0,Africa
1981,Other,Kuwait,20.0,9.0,6.0,Asia
1981,Friendly,Lesotho,4.0,4.0,12.0,Africa
1981,Friendly,Liberia,4.0,4.0,4.0,Africa
1981,Other,Liberia,1.0,2.0,8.0,Africa
1981,Other,Liechtenstein,4.0,3.0,5.0,Europe
1981,Other,Luxembourg,1.0,4.0,7.0,Europe
1981,Friendly,Madagascar,6.0,4.0,3.0,Africa
1981,Other,Madagascar,3.0,2.0,6.0,Africa
1981,Friendly,Malawi,24.0,11.0,13.0,Africa
1981,Friendly,Malaysia,4.0,4.0,4.0,Asia
1981,Other,Malaysia,9.0,13.0,24.0,Asia
1981,Other,Mali,13.0,7.0,7.0,Africa
1981,Other,Malta,6.0,6.0,14.0,Europe
1981,Other,Martinique,2.0,2.0,4.0,Americas
1981,Friendly,Mexico,5.0,2.0,1.0,Americas
1981,Other,Mexico,6.0,5.0,3.0,Americas
1981,Friendly,Morocco,6.0,4.0,5.0,Africa
1981,Other,Morocco,12.0,8.0,8.0,Africa
1981,Friendly,Mozambique,5.0,4.0,8.0,Africa
1981,Other,Mozambique,4.0,2.0,5.0,Africa
1981,Other,Netherlands,11.0,7.0,5.0,Europe
1981,Other,New Zealand,44.0,18.0,10.0,Oceania
1981,Friendly,Niger,2.0,2.0,3.0,Africa
1981,Other,Niger,1.0,2.0,4.0,Africa
1981,Friendly,Nigeria,9.0,8.0,9.0,Africa
1981,Other,Nigeria,3.0,4.0,5.0,Africa
1981,Other,North Korea,2.0,1.0,4.0,Asia
1981,Other,Northern Ireland,3.0,6.0,4.0,Europe
1981,Friendly,Norway,4.0,3.0,7.0,Europe
1981,Other,Norway,7.0,7.0,14.0,Europe
1981,Friendly,Oman,0.0,2.0,3.0,Asia
1981,Other,Pakistan,4.0,3.0,3.0,Asia
1981,Friendly,Paraguay,0.0,1.0,2.0,Americas
1981,Other,Paraguay,3.0,4.0,6.0,Americas
1981,Friendly,Peru,2.0,3.0,7.0,Americas
1981,Other,Peru,5.0,4.0,2.0,Americas
1981,Friendly,Poland,20.0,10.0,13.0,Europe
1981,Other,Poland,10.0,3.0,2.0,Europe
1981,Friendly,Portugal,7.0,4.0,6.0,Europe
1981,Other,Portugal,4.0,5.0,11.0,Europe
1981,Other,Puerto Rico,1.0,2.0,3.0,Americas
1981,Other,Qatar,5.0,4.0,3.0,Asia
1981,Friendly,Republic of Ireland,1.0,2.0,6.0,Europe
1981,Other,Republic of Ireland,5.0,3.0,5.0,Europe
1981,Friendly,Romania,5.0,4.0,6.0,Europe
1981,Other,Romania,2.0,6.0,3.0,Europe
1981,Other,Russia,10.0,4.0,0.0,Europe
1981,Other,Rwanda,1.0,2.0,1.0,Africa
1981,Friendly,Réunion,4.0,4.0,11.0,Africa
1981,Other,Saint Vincent and the Grenadines,17.0,9.0,13.0,Americas
1981,Friendly,Saudi Arabia,6.0,4.0,5.0,Asia
1981,Other,Saudi Arabia,9.0,10.0,16.0,Asia
1981,Other,Scotland,11.0,9.0,6.0,Europe
1981,Friendly,Senegal,2.0,3.0,3.0,Africa
1981,Other,Senegal,7.0,6.0,3.0,Africa
1981,Friendly,Singapore,3.0,4.0,3.0,Asia
1981,Other,Singapore,3.0,6.0,12.0,Asia
1981,Other,South Korea,16.0,9.0,6.0,Asia
1981,Friendly,Spain,15.0,12.0,11.0,Europe
1981,Other,Sudan,2.0,3.0,4.0,Africa
1981,Other,Suriname,12.0,7.0,13.0,Americas
1981,Friendly,Sweden,9.0,5.0,7.0,Europe
1981,Other,Sweden,8.0,6.0,5.0,Europe
1981,Friendly,Switzerland,2.0,1.0,1.0,Europe
1981,Other,Switzerland,7.0,6.0,8.0,Europe
1981,Other,Syria,2.0,4.0,7.0,Asia
1981,Other,Tanzania,5.0,4.0,4.0,Africa
1981,Other,Thailand,18.0,12.0,26.0,Asia
1981,Friendly,Togo,2.0,2.0,3.0,Africa
1981,Other,Togo,2.0,2.0,6.0,Africa
1981,Friendly,Trinidad and Tobago,12.0,5.0,7.0,Americas
1981,Other,Trinidad and Tobago,10.0,6.0,5.0,Americas
1981,Friendly,Tunisia,16.0,7.0,6.0,Africa
1981,Other,Tunisia,1.0,2.0,0.0,Africa
1981,Other,Turkey,0.0,4.0,10.0,Asia
1981,Friendly,Uganda,3.0,2.0,2.0,Africa
1981,Other,Uganda,6.0,4.0,7.0,Africa
1981,Friendly,United Arab Emirates,6.0,3.0,5.0,Asia
1981,Other,Uruguay,11.0,8.0,7.0,Americas
1981,Friendly,Venezuela,3.0,4.0,5.0,Americas
1981,Other,Venezuela,1.0,4.0,9.0,Americas
1981,Other,Wales,5.0,6.0,5.0,Europe
1981,Friendly,Zambia,13.0,5.0,7.0,Africa
1981,Other,Zambia,12.0,9.0,8.0,Africa
1981,Friendly,Zimbabwe,21.0,9.0,8.0,Africa
1981,Other,Zimbabwe,1.0,4.0,4.0,Africa
1982,Other,Albania,0.0,3.0,6.0,Europe
1982,African Cup of Nations,Algeria,5.0,5.0,6.0,Africa
1982,FIFA World Cup,Algeria,5.0,3.0,5.0,Africa
1982,Friendly,Algeria,5.0,4.0,1.0,Africa
1982,Friendly,Angola,2.0,2.0,5.0,Africa
1982,FIFA World Cup,Argentina,8.0,5.0,7.0,Americas
1982,Friendly,Argentina,5.0,4.0,3.0,Americas
1982,Other,Australia,7.0,2.0,0.0,Oceania
1982,FIFA World Cup,Austria,5.0,5.0,4.0,Europe
1982,Friendly,Austria,4.0,2.0,2.0,Europe
1982,Other,Austria,11.0,3.0,0.0,Europe
1982,Other,Bahrain,10.0,7.0,10.0,Asia
1982,Friendly,Bangladesh,2.0,2.0,4.0,Asia
1982,Friendly,Barbados,2.0,2.0,1.0,Americas
1982,FIFA World Cup,Belgium,3.0,5.0,5.0,Europe
1982,Friendly,Belgium,6.0,4.0,3.0,Europe
1982,Other,Belgium,6.0,2.0,2.0,Europe
1982,Friendly,Benin,4.0,3.0,6.0,Africa
1982,Other,Benin,5.0,3.0,7.0,Africa
1982,Friendly,Bermuda,9.0,6.0,12.0,Americas
1982,FIFA World Cup,Brazil,15.0,5.0,6.0,Americas
1982,Friendly,Brazil,15.0,5.0,3.0,Americas
1982,Friendly,Bulgaria,21.0,8.0,12.0,Europe
1982,Other,Bulgaria,2.0,1.0,2.0,Europe
1982,Friendly,Burkina Faso,1.0,2.0,1.0,Africa
1982,Friendly,Burundi,1.0,1.0,0.0,Africa
1982,African Cup of Nations,Cameroon,1.0,3.0,1.0,Africa
1982,Friendly,Cameroon,5.0,5.0,3.0,Africa
1982,Other,Cape Verde,5.0,5.0,5.0,Africa
1982,FIFA World Cup,Chile,3.0,3.0,8.0,Americas
1982,Friendly,Chile,3.0,2.0,1.0,Americas
1982,Other,China,8.0,7.0,9.0,Asia
1982,Friendly,Cyprus,1.0,2.0,2.0,Asia
1982,Other,Cyprus,1.0,2.0,4.0,Asia
1982,Friendly,Denmark,1.0,3.0,2.0,Europe
1982,Other,Denmark,9.0,5.0,8.0,Europe
1982,Friendly,Egypt,3.0,2.0,5.0,Africa
1982,Friendly,El Salvador,4.0,2.0,3.0,Americas
1982,FIFA World Cup,England,4.0,4.0,1.0,Europe
1982,Friendly,England,8.0,4.0,4.0,Europe
1982,Other,England,20.0,6.0,2.0,Europe
1982,African Cup of Nations,Ethiopia,0.0,3.0,4.0,Africa
1982,Friendly,Ethiopia,2.0,4.0,4.0,Africa
1982,Friendly,Faroe Islands,1.0,2.0,8.0,Europe
1982,Friendly,Finland,8.0,4.0,9.0,Europe
1982,Other,Finland,5.0,5.0,11.0,Europe
1982,FIFA World Cup,France,15.0,6.0,11.0,Europe
1982,Friendly,France,9.0,7.0,7.0,Europe
1982,Other,Gambia,6.0,5.0,7.0,Africa
1982,FIFA World Cup,Germany,12.0,7.0,10.0,Europe
1982,Friendly,Germany,22.0,15.0,15.0,Europe
1982,African Cup of Nations,Ghana,7.0,5.0,5.0,Africa
1982,Friendly,Ghana,2.0,4.0,1.0,Africa
1982,Other,Ghana,24.0,9.0,11.0,Africa
1982,Friendly,Greece,4.0,7.0,10.0,Europe
1982,Other,Greece,2.0,2.0,3.0,Europe
1982,Friendly,Guinea,2.0,4.0,5.0,Africa
1982,Other,Guinea,6.0,5.0,1.0,Africa
1982,Other,Guinea-Bissau,1.0,3.0,3.0,Africa
1982,FIFA World Cup,Honduras,2.0,2.0,2.0,Americas
1982,Friendly,Honduras,4.0,4.0,4.0,Americas
1982,Other,Hong Kong,0.0,2.0,2.0,Asia
1982,FIFA World Cup,Hungary,12.0,3.0,6.0,Europe
1982,Friendly,Hungary,12.0,6.0,8.0,Europe
1982,Friendly,Iceland,11.0,6.0,6.0,Europe
1982,Other,Iceland,2.0,4.0,6.0,Europe
1982,Friendly,India,1.0,1.0,1.0,Asia
1982,Other,India,4.0,8.0,11.0,Asia
1982,Other,Indonesia,5.0,6.0,10.0,Asia
1982,Friendly,Iran,2.0,1.0,0.0,Asia
1982,Friendly,Iraq,4.0,3.0,1.0,Asia
1982,FIFA World Cup,Italy,12.0,7.0,6.0,Europe
1982,Friendly,Italy,1.0,4.0,5.0,Europe
1982,Other,Italy,0.0,1.0,0.0,Europe
1982,Other,Ivory Coast,11.0,5.0,11.0,Africa
1982,Other,Japan,2.0,1.0,0.0,Asia
1982,Other,Kenya,5.0,3.0,2.0,Africa
1982,Friendly,Kuwait,1.0,2.0,0.0,Asia
1982,Other,Kuwait,8.0,5.0,2.0,Asia
1982,Friendly,Liberia,1.0,1.0,0.0,Africa
1982,Other,Liberia,1.0,2.0,3.0,Africa
1982,African Cup of Nations,Libya,7.0,5.0,4.0,Africa
1982,Friendly,Libya,5.0,2.0,1.0,Africa
1982,Friendly,Liechtenstein,2.0,2.0,1.0,Europe
1982,Other,Luxembourg,1.0,3.0,13.0,Europe
1982,Friendly,Macao,1.0,1.0,0.0,Asia
1982,Friendly,Malawi,2.0,2.0,1.0,Africa
1982,Other,Malawi,8.0,5.0,3.0,Africa
1982,Friendly,Malaysia,5.0,2.0,4.0,Asia
1982,Other,Malaysia,5.0,9.0,15.0,Asia
1982,Friendly,Mali,5.0,2.0,4.0,Africa
1982,Other,Mali,10.0,7.0,6.0,Africa
1982,Friendly,Malta,1.0,3.0,14.0,Europe
1982,Other,Malta,2.0,2.0,7.0,Europe
1982,Friendly,Mauritius,3.0,2.0,1.0,Africa
1982,Friendly,Morocco,3.0,2.0,3.0,Africa
1982,Friendly,Mozambique,1.0,1.0,1.0,Africa
1982,Friendly,Nepal,5.0,4.0,3.0,Asia
1982,Other,Nepal,0.0,1.0,2.0,Asia
1982,Friendly,Netherlands,3.0,4.0,6.0,Europe
1982,Other,Netherlands,9.0,3.0,2.0,Europe
1982,Friendly,New Zealand,2.0,2.0,4.0,Oceania
1982,Other,Niger,3.0,5.0,6.0,Africa
1982,African Cup of Nations,Nigeria,4.0,3.0,5.0,Africa
1982,Other,Northern Ireland,2.0,6.0,10.0,Europe
1982,Friendly,Norway,2.0,2.0,5.0,Europe
1982,Other,Norway,6.0,5.0,5.0,Europe
1982,Other,Oman,2.0,5.0,15.0,Asia
1982,FIFA World Cup,Peru,2.0,3.0,6.0,Americas
1982,Other,Peru,1.0,1.0,0.0,Americas
1982,Other,Philippines,0.0,1.0,1.0,Asia
1982,FIFA World Cup,Poland,11.0,7.0,5.0,Europe
1982,Other,Portugal,4.0,2.0,1.0,Europe
1982,Other,Republic of Ireland,6.0,3.0,5.0,Europe
1982,Friendly,Romania,5.0,5.0,10.0,Europe
1982,Other,Romania,5.0,3.0,1.0,Europe
1982,FIFA World Cup,Russia,7.0,5.0,4.0,Europe
1982,Friendly,Russia,5.0,4.0,2.0,Europe
1982,Other,Russia,2.0,1.0,0.0,Europe
1982,Friendly,Réunion,4.0,3.0,4.0,Africa
1982,Friendly,Saudi Arabia,2.0,2.0,1.0,Asia
1982,Other,Saudi Arabia,6.0,5.0,4.0,Asia
1982,FIFA World Cup,Scotland,8.0,3.0,8.0,Europe
1982,Friendly,Scotland,2.0,2.0,4.0,Europe
1982,Other,Scotland,6.0,6.0,7.0,Europe
1982,Friendly,Senegal,5.0,7.0,7.0,Africa
1982,Other,Senegal,15.0,12.0,10.0,Africa
1982,Other,Sierra Leone,2.0,5.0,8.0,Africa
1982,Friendly,Singapore,8.0,4.0,9.0,Asia
1982,Other,Singapore,11.0,10.0,10.0,Asia
1982,Other,Somalia,0.0,1.0,1.0,Africa
1982,Friendly,South Korea,4.0,3.0,4.0,Asia
1982,Other,South Korea,26.0,12.0,10.0,Asia
1982,FIFA World Cup,Spain,2.0,4.0,4.0,Europe
1982,Friendly,Spain,6.0,3.0,1.0,Europe
1982,Other,Spain,4.0,2.0,3.0,Europe
1982,Friendly,Sweden,6.0,4.0,7.0,Europe
1982,Friendly,Switzerland,12.0,8.0,8.0,Europe
1982,Other,Switzerland,2.0,2.0,3.0,Europe
1982,Other,Tanzania,3.0,5.0,10.0,Africa
1982,Other,Thailand,6.0,9.0,13.0,Asia
1982,Friendly,Togo,4.0,2.0,3.0,Africa
1982,Other,Togo,9.0,6.0,4.0,Africa
1982,Friendly,Trinidad and Tobago,15.0,7.0,14.0,Americas
1982,Friendly,Tunisia,5.0,5.0,5.0,Africa
1982,Other,Turkey,1.0,2.0,4.0,Asia
1982,Other,Uganda,9.0,6.0,6.0,Africa
1982,Friendly,United Arab Emirates,8.0,4.0,4.0,Asia
1982,Other,United Arab Emirates,12.0,9.0,14.0,Asia
1982,Other,Wales,4.0,4.0,2.0,Europe
1982,Friendly,Zambia,7.0,3.0,3.0,Africa
1982,Friendly,Zimbabwe,7.0,6.0,8.0,Africa
1982,Other,Zimbabwe,6.0,6.0,8.0,Africa
1983,Other,Albania,4.0,5.0,8.0,Europe
1983,Friendly,Algeria,6.0,3.0,5.0,Africa
1983,Other,Algeria,8.0,2.0,2.0,Africa
1983,Other,American Samoa,6.0,3.0,6.0,Oceania
1983,Other,Angola,1.0,1.0,0.0,Africa
1983,Other,Antigua and Barbuda,11.0,7.0,10.0,Americas
1983,Copa América,Argentina,5.0,4.0,4.0,Americas
1983,Friendly,Argentina,3.0,2.0,2.0,Americas
1983,Other,Argentina,0.0,2.0,1.0,Americas
1983,Friendly,Australia,2.0,5.0,6.0,Oceania
1983,Other,Australia,5.0,2.0,4.0,Oceania
1983,Friendly,Austria,2.0,1.0,2.0,Europe
1983,Other,Austria,4.0,5.0,10.0,Europe
1983,Other,Bangladesh,1.0,2.0,1.0,Asia
1983,Friendly,Barbados,0.0,1.0,4.0,Americas
1983,Other,Barbados,2.0,4.0,3.0,Americas
1983,Friendly,Belgium,2.0,2.0,2.0,Europe
1983,Other,Belgium,6.0,4.0,6.0,Europe
1983,Friendly,Belize,0.0,1.0,2.0,Americas
1983,Friendly,Benin,1.0,4.0,7.0,Africa
1983,Copa América,Bolivia,4.0,4.0,6.0,Americas
1983,Friendly,Bolivia,6.0,4.0,10.0,Americas
1983,Copa América,Brazil,8.0,8.0,5.0,Americas
1983,Friendly,Brazil,13.0,6.0,7.0,Americas
1983,Other,Bulgaria,3.0,3.0,2.0,Europe
1983,Friendly,Cameroon,5.0,4.0,7.0,Africa
1983,Other,Cameroon,9.0,4.0,5.0,Africa
1983,Friendly,Canada,3.0,6.0,14.0,Americas
1983,Other,Cape Verde,1.0,2.0,2.0,Africa
1983,Copa América,Chile,8.0,4.0,2.0,Americas
1983,Friendly,Chile,15.0,9.0,14.0,Americas
1983,Other,Chile,3.0,2.0,0.0,Americas
1983,Other,China,4.0,3.0,3.0,Asia
1983,Copa América,Colombia,5.0,4.0,5.0,Americas
1983,Friendly,Colombia,2.0,3.0,2.0,Americas
1983,Friendly,Congo,10.0,5.0,4.0,Africa
1983,Other,Congo,2.0,2.0,2.0,Africa
1983,Friendly,Costa Rica,6.0,5.0,3.0,Americas
1983,Other,Cyprus,2.0,4.0,10.0,Asia
1983,Friendly,Denmark,3.0,1.0,1.0,Europe
1983,Other,Denmark,13.0,6.0,2.0,Europe
1983,Other,Dominica,1.0,2.0,3.0,Americas
1983,Copa América,Ecuador,4.0,4.0,10.0,Americas
1983,Friendly,Ecuador,0.0,2.0,0.0,Americas
1983,Friendly,Egypt,8.0,8.0,8.0,Africa
1983,Other,Egypt,3.0,4.0,2.0,Africa
